Tªn Trang BÞ	ItemGenre	DetailType	ParticularType	SPR		Ngang	Däc				Level																																			Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Opt	Opt		Skill	Dßng Cuèi		
Long T­¬ng Chi L©n (Hé UyÓn)	0	8	1	\Spr\item\equip\bangle\obj-bangle34.spr	34	1	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0	30	135	135	31	80	80																36	150											1695	2295	1735	1775	2095	2812	850	851	4		2795	2	16
Long T­¬ng Chi L©n (Yªu §¸i)	0	6	0	\spr\item\equip\sash\obj-sash74.spr	32	2	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0	30	160	160	31	80	80																36	150											1695	2375	1735	1815	2095	2175	850	851	5		2215	2	16
Long T­¬ng Chi L©n (Gi¸p Y)	0	2	1	\spr\item\equip\armor\obj-ma-cloth073.spr	24	2	3	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0	30	720	720	31	90	90																36	150											1695	2415	1735	1855	2609	2812	850	851	6		2795	2	16
Long T­¬ng Chi L©n (Hµi)	0	5	0	\spr\item\equip\boots\obj-shoes39.spr	26	2	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0	30	160	160	31	80	80																36	150											1695	2355	1735	1895	1935	2175	850	851	8		2215	2	16
Long T­¬ng Chi L©n (Ngäc Béi)	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0																						36	150											1695	2295	1735	1775	2095	2812	850	851	9		2215	2	16
Long T­¬ng Chi L©n (H¹ Giíi)	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0																						36	150											1695	2375	1735	1815	2095	2175	850	851	10		1670	2	16
Vò LiÖt Chi B¾c ThÇn Kh«i	0	7	0	\spr\item\equip\cap\obj-ma-cap074.spr	31	2	2	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	2	99999	10	0	30	360	360	31	85	85																36	150											1696	2256	1736	1776	2096	2813	852	853	2		2216	2	17
Vò LiÖt Chi TËp Hoµng Gi¸p	0	2	0	\spr\item\equip\armor\obj-ma-cloth074.spr	23	2	3	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0	30	720	720	31	90	90																36	150											1696	2416	1736	1856	2609	2813	852	853	6		2796	2	17
Vò LiÖt Chi Khung Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes40.spr	26	2	2	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0	30	160	160	31	80	80																36	150											1696	2336	1736	1896	1936	2176	852	853	8		2216	2	17
Vò LiÖt Chi V« TËn Béi	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0																						36	150											1696	2296	1736	1776	2096	2813	852	853	9		2216	2	17
Vò LiÖt Chi Tinh D· Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash74.spr	33	2	1	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0	30	160	160	31	80	80																36	150											1696	2376	1736	1816	2096	2176	852	853	5		2216	2	17
H¾c ThÇn M·nh Uy Kh«i	0	7	0	\spr\item\equip\cap\obj-ma-cap09-3.spr	31	2	2	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	2	99999	10	0	30	360	360	31	85	85																36	150											1697	2257	1737	1777	2097	2814	854	855	2	995	2217	2	18
H¾c ThÇn M·nh Uy §¹o Bµo	0	2	0	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0	30	720	720	31	90	90																36	150											1697	2417	1737	1857	2609	2814	854	855	6	997	2797	2	18
H¾c ThÇn M·nh Uy Lý	0	5	0	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0	30	160	160	31	80	80																36	150											1697	2337	1737	1897	1937	2177	854	855	8	998	2217	2	18
H¾c ThÇn M·nh Uy Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0	30	135	135	31	80	80																36	150											1697	2296	1737	1776	2096	2813	854	855	4	996	2796	2	18
H¾c ThÇn M·nh Uy Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash18.spr	33	2	1	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0	30	160	160	31	80	80																36	150											1697	2377	1737	1817	2097	2177	854	855	5	999	2217	2	18
Cè S¬n Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	<color=orange>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0	30	135	135	31	80	80																36	150											1698	2297	1738	1777	2097	2814	856	857	4		2797	2	19
Cè S¬n Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	<color=orange>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0																						36	150											1698	2416	1738	1856	2136	2176	856	857	1		2217	2	19
Huynh §Ö Song Hµnh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	<color=fire>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0																						36	150											1699	2297	1739	1777	2097	2814	858	859	9		2217	2	20
Huynh §Ö §ång T©m Chi Liªn	0	4	1	\spr\item\equip\nick\obj-neck26.spr	36	2	1	<color=fire>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0																						36	150											1699	2417	1739	1857	2137	2177	858	859	1		2217	2	20
Long T­¬ng Chi L©n (Liªn)	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0																						36	150											1715	2435	1755	1875	2155	2195	850	851	1		2235	2	16
Long T­¬ng Chi L©n (Kh«i)	0	7	1	\spr\item\equip\cap\obj-ma-cap073.spr	28	2	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	2	99999	10	0	30	360	360	31	85	85																36	150											1715	2275	1755	1795	2115	2832	850	851	2		2235	2	16
Long T­¬ng Chi L©n (Th­îng Giíi)	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0																						36	150											1715	2355	1755	1915	2115	2195	850	851	3		1670	2	16
Long T­¬ng Chi L©n (Hé UyÓn)	0	8	1	\Spr\item\equip\bangle\obj-bangle34.spr	34	1	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0	30	135	135	31	80	80																36	150											1715	2315	1755	1795	2115	2832	850	851	4		2795	2	16
Long T­¬ng Chi L©n (Yªu §¸i)	0	6	0	\spr\item\equip\sash\obj-sash74.spr	32	2	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0	30	160	160	31	80	80																36	150											1715	2395	1755	1835	2115	2195	850	851	5		2235	2	16
Long T­¬ng Chi L©n (Gi¸p Y)	0	2	1	\spr\item\equip\armor\obj-ma-cloth073.spr	24	2	3	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0	30	720	720	31	90	90																36	150											1715	2435	1755	1875	2619	2832	850	851	6		2795	2	16
Long T­¬ng Chi L©n (Hµi)	0	5	0	\spr\item\equip\boots\obj-shoes39.spr	26	2	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0	30	160	160	31	80	80																36	150											1715	2355	1755	1915	1955	2195	850	851	8		2235	2	16
Long T­¬ng Chi L©n (Ngäc Béi)	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0																						36	150											1715	2315	1755	1795	2115	2832	850	851	9		2235	2	16
Long T­¬ng Chi L©n (H¹ Giíi)	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0																						36	150											1715	2395	1755	1835	2115	2195	850	851	10		1670	2	16
Vò LiÖt Chi B¾c ThÇn Kh«i	0	7	0	\spr\item\equip\cap\obj-ma-cap074.spr	31	2	2	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	2	99999	10	0	30	360	360	31	85	85																36	150											1716	2276	1756	1796	2116	2833	852	853	2		2236	2	17
Vò LiÖt Chi TËp Hoµng Gi¸p	0	2	0	\spr\item\equip\armor\obj-ma-cloth074.spr	23	2	3	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0	30	720	720	31	90	90																36	150											1716	2436	1756	1876	2619	2833	852	853	6		2796	2	17
Vò LiÖt Chi Khung Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes40.spr	26	2	2	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0	30	160	160	31	80	80																36	150											1716	2356	1756	1916	1956	2196	852	853	8		2236	2	17
Vò LiÖt Chi V« TËn Béi	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0																						36	150											1716	2316	1756	1796	2116	2833	852	853	9		2236	2	17
Vò LiÖt Chi Tinh D· Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash74.spr	33	2	1	<color=green>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0	30	160	160	31	80	80																36	150											1716	2396	1756	1836	2116	2196	852	853	5		2236	2	17
H¾c ThÇn M·nh Uy Kh«i	0	7	0	\spr\item\equip\cap\obj-ma-cap09-3.spr	31	2	2	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	2	99999	10	0	30	360	360	31	85	85																36	150											1717	2277	1757	1797	2117	2834	854	855	2	995	2237	2	18
H¾c ThÇn M·nh Uy §¹o Bµo	0	2	0	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0	30	720	720	31	90	90																36	150											1717	2437	1757	1877	2619	2834	854	855	6	997	2797	2	18
H¾c ThÇn M·nh Uy Lý	0	5	0	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0	30	160	160	31	80	80																36	150											1717	2357	1757	1917	1957	2197	854	855	8	998	2237	2	18
H¾c ThÇn M·nh Uy Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0	30	135	135	31	80	80																36	150											1717	2316	1757	1796	2116	2833	854	855	4	996	2796	2	18
H¾c ThÇn M·nh Uy Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash18.spr	33	2	1	<color=violet>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	4	99999	10	0	30	160	160	31	80	80																36	150											1717	2397	1757	1837	2117	2197	854	855	5	999	2237	2	18
Cè S¬n Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	<color=orange>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0	30	135	135	31	80	80																36	150											1718	2317	1758	1797	2117	2834	856	857	4		2797	2	19
Cè S¬n Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	<color=orange>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0																						36	150											1718	2436	1758	1876	2156	2196	856	857	1		2236	2	19
Huynh §Ö Song Hµnh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	<color=fire>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	3	99999	10	0																						36	150											1719	2317	1759	1797	2117	2834	858	859	9		2237	2	20
Huynh §Ö §ång T©m Chi Liªn	0	4	1	\spr\item\equip\nick\obj-neck26.spr	36	2	1	<color=fire>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0																						36	150											1719	2437	1759	1877	2157	2197	858	859	1		2237	2	20
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2932	2866	2877	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2943	2866	2877	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2954	2866	2877	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2965	2866	2877	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2976	2866	2877	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2932	2866	2888	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2943	2866	2888	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2954	2866	2888	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2965	2866	2888	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2976	2866	2888	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2932	2866	2899	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2943	2866	2899	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2954	2866	2899	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2965	2866	2899	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	1	0																						36	150											2855	2976	2866	2899	2910	2921	860	881	1		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2932	2866	2877	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2943	2866	2877	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2954	2866	2877	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2965	2866	2877	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2976	2866	2877	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2932	2866	2888	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2943	2866	2888	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2954	2866	2888	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2965	2866	2888	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2976	2866	2888	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2932	2866	2899	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2943	2866	2899	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2954	2866	2899	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2965	2866	2899	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	1	0																						36	150											2855	2976	2866	2899	2910	2921	860	881	2		1670	2	1
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	2	0																						36	150											2856	2933	2867	2878	2911	2922	861	882	1		1670	2	2
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	2	0																						36	150											2856	2944	2867	2878	2911	2922	861	882	1		1670	2	2
